slang,formal,In-dictionary,context,category1,category2,category3
kek,kayak,1,"Ya piiik, kek gini aja dah cantik,. @novitaresti @rozaliafransisca @mutiaapriyeni",abreviasi,modifikasi vokal,0
yuuuk,yuk,1,Cek ig kami yuuuk banyak hijab cantik berbagai warnaaa ? dengan kualitas oke punyaaa ??,elongasi,0,0
warnaaa,warna,1,Cek ig kami yuuuk banyak hijab cantik berbagai warnaaa ? dengan kualitas oke punyaaa ??,elongasi,0,0
punyaaa,punya,1,Cek ig kami yuuuk banyak hijab cantik berbagai warnaaa ? dengan kualitas oke punyaaa ??,elongasi,0,0
cantiik,cantik,1,Cantiik,elongasi,0,0
sukaaak,suka,1,Sukaaak kebayanyaaa dan mua nya @tlatifaah :33,elongasi,anaptiksis,0
kebayanyaa,kebayanya,0,Sukaaak kebayanyaaa dan mua nya @tlatifaah :33,elongasi,0,0
mantes,memantas,1,Mantes di kamu euy potongan kitu mah @tlatifaah  mun aku mah katinggali lemakna mereeen wkwkwk,afiksasi,0,0
merekaaaa,mereka,1,Lucu merekaaaa @odywoody,elongasi,0,0
jugaaa,juga,1,"Iya udah lama, udah lama gak nonton mereka jugaaa @isnaarrifahh",elongasi,0,0
gilaaaa,gila,1,Cute gilaaaa ???? @n.ainnur,elongasi,0,0
tiga2nya,tiga-tiganya,0,"Triplets, tiga2nya. Sm Appa Ilkook jg @krtykck",reduplikasi,0,0
lucuu,lucu,1,@yolandinasphr @hafidha6699 lucuu banget aaaak,elongasi,0,0
emessss,gemas,1,Emessss @honiaisya,elongasi,zeroisasi,modifikasi vokal
ucullllll,lucu,1,Ucullllll @thasyaanandita,metatesis,elongasi,0
jdi,jadi,1,"Kangen mereka, pengganti triplets sumpah gk lucu bgt, jdi males nonton TROS",abreviasi,0,0
males,malas,1,"Kangen mereka, pengganti triplets sumpah gk lucu bgt, jdi males nonton TROS",modifikasi vokal,0,0
bangeettt,banget,1,Liattt!! Triplets masih unyu lucu bangeettt gemesshh?? @defierfatimah,elongasi,0,0
gemesshh,gemas,1,Liattt!! Triplets masih unyu lucu bangeettt gemesshh?? @defierfatimah,elongasi,modifikasi vokal,anaptiksis
ngomong,mengomong,1,@ladysirait anak ini ngomong apaaa ya ampuunn,afiksasi,0,0
apaaa,apa,1,@ladysirait anak ini ngomong apaaa ya ampuunn,elongasi,0,0
ampuunn,ampun,1,@ladysirait anak ini ngomong apaaa ya ampuunn,elongasi,0,0
pengen,pengin,1,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,0,0
ciuuuummmm,cium,1,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",elongasi,0,0
mbil,sambil,1,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",zeroisasi,0,0
ngmng,mengomong,1,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",abreviasi,afiksasi,0
ngemeng,mengomong,1,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,afiksasi,0
epe,apa,1,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,0,0
seehh,sih,1,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,elongasi,0
yank,sayang,1,@mochmalle yank mirip winter banget,zeroisasi,homofon,subtitusi
ucul,lucu,1,@assailaputri_29 ucul yahh kek gw,metatesis,0,0
yahh,ya,1,@assailaputri_29 ucul yahh kek gw,anaptiksis,elongasi,0
kek,kayak,1,@assailaputri_29 ucul yahh kek gw,abreviasi,modifikasi vokal,0
gw,gue,1,@assailaputri_29 ucul yahh kek gw,homofon,abreviasi,0
lucuu,lucu,1,Lucuu @anamaghfiroh82  @anisanelly  @_amelia_putri,elongasi,0,0
ngakak,mengakak,1,Aku aja ngakak ?? @_amelia_putri,afiksasi,0,0
astagfirrullah,astagfirullah,1,"Astagfirrullah te-, @anamaghfiroh82",elongasi,0,0
bkn,bukan,1,Bkn anjing itu memang tpi kucing @anisanelly,abreviasi,0,0
tpi,tapi,1,Bkn anjing itu memang tpi kucing @anisanelly,abreviasi,0,0
suerrr,suer,0,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",elongasi,0,0
gk,enggak,1,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
mnta,minta,1,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
lg,lagi,1,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
syg,sayang,1,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
ntik,cantik,1,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,zeroisasi,0,0
pny,punya,1,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,abreviasi,0,0
dapet,dapat,1,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,modifikasi vokal,0,0
kek,kayak,1,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,abreviasi,modifikasi vokal,0
gini,begini,1,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,abreviasi,0,0
suru,suruh,1,Ya aurly suru cari pacar sek too wkwkwk @adhy.1993,zeroisasi,0,0
lucuuuu,lucu,1,Lucuuuu ??? @fikohwidodo @ramadiantifanny,elongasi,0,0
ketawakkkk,ketawa,1,Huahahahhahahahahahahaha ...... saket perutku ketawakkkk @ayundadharmawan,anaptiksis,elongasi,0
kyanya,kayanya,0,"Itu bneran suara anjingnya,bkn kyanya tuh @andria_riasih",abreviasi,0,0
bnget,banget,1,@aeinieaeinie iya mba... Hihihi lucu bnget ya,abreviasi,0,0
nakutin,menakutkan,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,afiksasi,0,0
malingg,maling,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
cocokk,cocok,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
niihh,nih,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
imutttttt,imut,0,Aaaaa imutttttt aku mau satuuuuu ????,elongasi,0,0
satuuuuu,satu,1,Aaaaa imutttttt aku mau satuuuuu ????,elongasi,0,0
sesekk,sesak,1,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,elongasi,modifikasi vokal,0
nafass,nafas,1,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,elongasi,0,0
bgtt,banget,1,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,abreviasi,elongasi,0
cintaaaaaaa,cinta,1,Wahai pujangga cintaaaaaaa? @sakinaahsly @nicholassaputra,elongasi,0,0
lucuk,lucu,1,Komennya lucuk lucuk @wedari,anaptiksis,0,0
lucuk,lucu,1,Komennya lucuk lucuk @wedari,anaptiksis,0,0
ma,sama,1,@heni.hasibuan  ngefans ma om nicholas dah lama,zeroisasi,0,0
duluu,dulu,1,Sama.. aku juga dari duluu.. dari dia masih kinclong mukanya.. sampe dia jadi gagah dan tangguh kayak gini.. ??? @aries6737,elongasi,0,0
megang,memegang,1,Roti sobeknya pengen bgt bisa megang ?????,afiksasi,0,0
ngakak,mengakak,1,@treswaluya @sukma.hidayat WKWKWKWKWKWKWKW ngakak tengah malam,afiksasi,0,0
kawinin,mengawini,1,"elaaaaaaah kalo gini caranya mah, minta kawinin wqwqwq",afiksasi,0,0
liatin,memperlihatkan,1,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,afiksasi,0,0
ny,nya,1,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,abreviasi,0,0
d,di,1,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,abreviasi,0,0
bdan,badan,1,"ganteng euy , bdan nyaaa gemesin @dhillee",abreviasi,0,0
nyaaa,nya,1,"ganteng euy , bdan nyaaa gemesin @dhillee",elongasi,0,0
gemesin,menggemaskan,1,"ganteng euy , bdan nyaaa gemesin @dhillee",afiksasi,0,0
daah,dah,1,Aku kiri kanan yg mana aja daah ??? @risnaais,elongasi,0,0
fotoin,memfoto,0,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",afiksasi,0,0
ngaku,mengaku,1,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",afiksasi,0,0
kaaa,kak,1,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",elongasi,zeroisasi,0
ganteng2,ganteng-ganteng,0,Kembar nya ganteng2,reduplikasi,0,0
pcarny,pacarnya,0,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,abreviasi,0,0
kri,kiri,1,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,abreviasi,0,0
knpa,kenapa,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
pda,pada,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
cmn,cuman,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
gara2,gara-gara,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',reduplikasi,0,0
garuk2,garuk-garuk,0,Garuk2 tembokk @nrisdiana,reduplikasi,0,0
tembokk,tembok,1,Garuk2 tembokk @nrisdiana,elongasi,0,0
namax,namanya,0,Yg di tag namax @marcelchandra,word-value letter,0,0
kiriii,kiri,1,YANG KIRIII ?,elongasi,0,0
kyk,kayak,1,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,abreviasi,0,0
bungkusin,bungkuskan,0,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,afiksasi,0,0
atu,satu,1,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,zeroisasi,0,0
dehhhh,deh,1,Aku yg kanan dehhhh @anggitayuning @fitzaamelya ?,elongasi,0,0
dongg,dong,1,Follback dongg kakk @mischach,elongasi,0,0
kakk,kak,1,Follback dongg kakk @mischach,elongasi,0,0
ngegantiin,menggantikan,1,Ga ada yg bisa ngegantiin sosok yoga saputra ?,afiksasi,0,0
alloh,allah,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,modifikasi vokal,0,0
smpe,sampai,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,monoftongisasi,0
msh,masih,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,0,0
trsa,terasa,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,0,0
khadirannya,kehadirannya,0,banget..... y alloh smpe saat ini msh trsa... khadirannyA,zeroisasi,0,0
fikiran,pikiran,1,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",subtitusi,0,0
hayalanku,khayalanku,0,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",zeroisasi,0,0
bru,baru,1,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,0,0
nton,menonton,1,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,afiksasi,0
jdi,jadi,1,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,0,0
ngapain,mengapai,1,Kak Olga lagi ngapain yaa di surgaa aku kangenn,afiksasi,0,0
yaa,ya,1,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
surgaa,surga,1,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
kangenn,kangen,1,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
kgn,kangen,1,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,abreviasi,0,0
kakkkkk,kak,1,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,elongasi,0,0
rinduuuuuuuuu,rindu,1,Rinduuuuuuuuu kak olga??,elongasi,0,0
ninggalin,meninggalkan,1,Kakak meninggal bertepatan pada rajanya Hari yaitu di hari :-) Jum'at :) masih gak percaya kalo kak Yoga pergi ninggalin dunia hiburan :'(,afiksasi,0,0
smg,semoga,1,Smg kk.olga di terangkhn kuburane amin,abreviasi,0,0
terangkhn,terangkan,0,Smg kk.olga di terangkhn kuburane amin,salah ketik,0,0
bgtttt,banget,1,Ya allah sedih bgtttt,abreviasi,elongasi,0
knp,kenapa,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
tuk,untuk,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,zeroisasi,0,0
slama,selama,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,zeroisasi,0,0
orng,orang,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
bngunlah,bangunlah,0,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
k,kak,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
bngun,bangun,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
ea,ya,1,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",subtitusi,0,0
qu,ku,1,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",homofon,subtitusi,0
hiri,hari,1,9 hiri yang lalu nya,salah ketik,0,0
klo,kalo,1,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",zeroisasi,0,0
"teman""ny",teman-temannya,0,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",reduplikasi,0,0
gtu,begitu,1,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",abreviasi,0,0
aza,saja,1,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",subtitusi,zeroisasi,0
dr,dari,1,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",abreviasi,0,0
"teman""ny",teman-temannya,0,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",reduplikasi,0,0
ny,nya,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
alm,almarhum,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
skrg,sekarang,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
knpa,kenapa,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
sie,sih,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",subtitusi,0,0
benet,benar,1,Benet bangetttt tuu,modifikasi vokal,salah ketik,0
bangetttt,banget,1,Benet bangetttt tuu,elongasi,0,0
tuu,tuh,0,Benet bangetttt tuu,zeroisasi,elongasi,0
skrang,sekarang,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
gda,enggak ada,0,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",akronim,abreviasi,0
trus,terus,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,0,0
gantiin,menggantikan,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",afiksasi,0,0
sma,sama,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
jdi,jadi,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
gak,enggak,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,0,0
kta,kata,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
kklau,kalau,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,elongasi,0
d,di,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
acra,acara,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
gk,enggak,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
sma,sama,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
kasian,kasihan,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,0,0
bangett,banget,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",elongasi,0,0
